horizon,bh,up95,low95,seh
-3,.0051223859,.13078772,-.12054295,.064114965
-2,-.013972287,.043214198,-.071158774,.029176779
-1,0,0,0,0
0,-.029667664,.045625381,-.10496071,.038414821
1,-.050812598,.065218866,-.16684406,.059199728
2,-.1050457,.0098867659,-.21997817,.058639012
3,-.19732203,-.018696995,-.37594706,.091135219
4,-.15882899,.038573999,-.35623199,.10071581
5,-.20407209,.026944106,-.43508828,.11786541
6,-.12758052,.10410941,-.35927045,.11820915
7,-.087622315,.23653024,-.41177487,.16538396
8,-.093262464,.34060785,-.52713281,.22136241
9,-.17304903,.24159876,-.58769679,.21155499
