horizon,bh,up95,low95,seh
-3,.025846966,.10647009,-.054776162,.041134249
-2,-.00082686968,.057500098,-.059153836,.029758656
-1,0,0,0,0
0,.058644596,.11892494,-.0016357442,.030755276
1,.14582813,.2535063,.038149942,.054937851
2,.22203013,.33248493,.11157534,.056354485
3,.26530078,.40183079,.12877078,.06965816
4,.33169723,.53245562,.13093881,.10242777
5,.31566051,.54120743,.090113558,.11507498
6,.31772339,.57390529,.061541494,.13070506
7,.38938034,.66649449,.11226617,.14138478
8,.31003663,.66540492,-.045331653,.18131034
9,.28228664,.59082973,-.02625647,.15741995
