horizon,bh,up95,low95,seh
-3,-.066665135,.16636953,-.29969978,.11889523
-2,-.0084349401,.16496643,-.18183632,.088470094
-1,0,0,0,0
0,-.12235047,.032033805,-.27673474,.078767486
1,-.11657628,.15722436,-.39037693,.1396942
2,-.1658763,.086332723,-.41808534,.12867807
3,-.24991748,-.011625527,-.48820943,.12157752
4,-.2758866,.047476828,-.59925002,.16498134
5,-.16753069,.28182548,-.61688685,.22926335
6,.028649818,.62231082,-.5650112,.30288827
7,-.0035936667,.65796661,-.66515392,.33753076
8,-.002568346,.65155971,-.65669644,.33373883
9,-.25885117,.43789515,-.95559752,.35548282
