horizon,bh,up95,low95,seh
-3,.02897286,.16376758,-.10582185,.068772808
-2,.0052849106,.1013045,-.090734683,.048989587
-1,0,0,0,0
0,.066627838,.16126668,-.028011004,.048285123
1,.069719478,.17135878,-.031919818,.051856782
2,.026475914,.10433693,-.051385105,.039725009
3,-.030263735,.065665476,-.12619294,.048943475
4,.025312044,.1362137,-.08558961,.056582477
5,.16692911,.31155309,.022305122,.073787749
6,.086690597,.22328635,-.049905151,.06969171
7,.03382219,.18688528,-.11924091,.078093417
8,.049479965,.18339431,-.08443439,.068323649
9,.098067209,.21860321,-.022468787,.061497957
