horizon,bh,up95,low95,seh
-3,-.99408454,.69177562,-2.6799448,.86013275
-2,-.41357133,.3692227,-1.1963654,.39938471
-1,0,0,0,0
0,.9917683,1.7705431,.21299347,.3973341
1,.9792304,2.3612535,-.40279275,.70511389
2,.77229106,2.143012,-.59842986,.69934738
3,.25338396,1.6572526,-1.1504846,.71625948
4,.1008902,1.7535508,-1.5517703,.84319419
5,-.4974274,1.7973289,-2.7921836,1.170794
6,-1.1620132,1.4582701,-3.7822964,1.3368793
7,-1.4341308,1.2916578,-4.1599193,1.3907084
8,-1.6566435,1.1683811,-4.481668,1.441339
9,-1.7931685,.76648819,-4.3528252,1.3059473
