horizon,bh,up95,low95,seh
-3,-.15728067,.11355126,-.4281126,.13817956
-2,-.094679728,.084488139,-.27384758,.091412179
-1,0,0,0,0
0,.61757147,.82374883,.41139412,.10519253
1,.66478419,.99000007,.33956832,.16592647
2,.44114313,.84144372,.040842544,.20423499
3,.29477695,.74378842,-.15423453,.22908749
4,.25074917,.73658472,-.2350864,.24787529
5,.014858457,.65872961,-.6290127,.32850569
6,-.16308095,.46817842,-.79434031,.32207111
7,-.27754816,.30060473,-.85570109,.29497597
8,-.44097582,.11614727,-.99809891,.28424647
9,-.55642712,-.016955053,-1.0958992,.27524084
