horizon,bh,up95,low95,seh
-3,.12224693,.28425512,-.039761253,.082657233
-2,.12134495,.21412916,.028560733,.047338884
-1,0,0,0,0
0,.088909,.179536,-.0017179967,.046238262
1,.24444091,.43841609,.050465733,.098966926
2,.2253433,.46939564,-.018709021,.12451649
3,.20721442,.48365957,-.069230735,.14104344
4,.27923593,.60152406,-.04305217,.1644327
5,.51552761,.91746813,.11358711,.20507169
6,.53224206,.98271489,.081769243,.22983307
7,.51059526,.97356778,.04762271,.23621048
8,.47883627,.96096289,-.0032903331,.24598296
9,.53946042,1.0130252,.065895632,.24161468
