horizon,bh,up95,low95,seh
-3,.059613515,.14001542,-.020788386,.041021377
-2,.047265716,.1194532,-.024921771,.036830351
-1,0,0,0,0
0,-.01167683,.059616417,-.082970075,.036374107
1,-.005953053,.093747243,-.10565335,.050867498
2,.10652998,.22899015,-.015930194,.062479682
3,.24946745,.40696555,.091969348,.080356173
4,.26893768,.44605035,.091825008,.090363607
5,.32723087,.52943552,.12502621,.10316565
6,.26050851,.40444329,.11657371,.073436119
7,.34640846,.55242169,.14039521,.1051088
8,.15238976,.41464049,-.10986096,.13380139
9,.084703095,.38223401,-.21282783,.1518015
