horizon,bh,up95,low95,seh
-3,-.066690333,.04404851,-.17742918,.05649941
-2,-.02803125,.037684899,-.0937474,.033528648
-1,0,0,0,0
0,-.0062307063,.065711878,-.078173287,.036705401
1,-.057865411,.092259146,-.20798996,.076594159
2,-.11810578,.0021869626,-.23839852,.061373845
3,-.20781958,-.05429491,-.36134425,.078328915
4,-.15300767,.033254892,-.33927023,.095031917
5,-.16608866,.077665307,-.40984261,.12436426
6,.0082417419,.2428564,-.22637293,.11970136
7,-.065555789,.27297005,-.40408164,.17271727
8,-.0094369883,.4299244,-.44879836,.22416396
9,.042065103,.42973873,-.34560853,.19779266
