horizon,bh,up95,low95,seh
-3,-.0058961925,.32514209,-.33693448,.16889708
-2,.051207155,.34018758,-.23777327,.14743899
-1,0,0,0,0
0,.22082661,.50455165,-.062898427,.14475767
1,.16264802,.58763283,-.26233679,.21682897
2,.23795557,.72698718,-.25107604,.24950592
3,.33890244,.90205044,-.22424555,.28732041
4,.15721335,.78027236,-.4658457,.31788728
5,.37063104,.96119052,-.21992844,.30130586
6,.46673962,.98222226,-.048743021,.26300135
7,.52837652,1.1179401,-.061187018,.30079773
8,.39538851,.85585231,-.065075256,.2349305
9,.2076665,.66473538,-.24940234,.23319839
