horizon,bh,up95,low95,seh
-3,.069050923,.22546184,-.087360002,.079801492
-2,.080363303,.16972609,-.0089994837,.045593258
-1,0,0,0,0
0,.063777611,.14519484,-.017639622,.041539405
1,.2101282,.3813166,.0389398,.087341025
2,.14988637,.3426193,-.042846549,.09833312
3,.14545962,.3407259,-.049806651,.099625647
4,.19471608,.37861371,.010818439,.093825325
5,.38768643,.59790027,.17747259,.10725196
6,.38254243,.57945085,.18563403,.10046347
7,.31932995,.4856042,.1530557,.084833801
8,.28141069,.52112299,.041698389,.1223022
9,.3485257,.61825156,.078799821,.13761525
