horizon,bh,up95,low95,seh
-3,.027555319,.11763525,-.062524617,.045959149
-2,.026531719,.058490418,-.005426981,.01630546
-1,0,0,0,0
0,-.0077789095,.052974388,-.068532206,.030996582
1,.095508337,.18177271,.0092439577,.044012439
2,.20944609,.31508413,.10380805,.05389696
3,.34897012,.47691476,.22102547,.065277882
4,.38857219,.56617004,.21097434,.090611145
5,.36814994,.59616113,.14013875,.11633224
6,.36803934,.59695899,.13911968,.11679574
7,.35717338,.64536506,.068981685,.14703658
8,.42042169,.81078243,.030060953,.19916365
9,.46452084,.83509254,.093949124,.1890672
