horizon,bh,up95,low95,seh
-3,-.0025867613,.062616982,-.067790501,.033267215
-2,-.027211262,.038806923,-.093229443,.033682749
-1,0,0,0,0
0,.050955359,.097085163,.0048255576,.023535613
1,.10880966,.15941359,.058205742,.025818329
2,.081884071,.16772746,-.0039593074,.043797642
3,.24736686,.41908747,.075646259,.087612547
4,.2925207,.50565559,.079385787,.1087423
5,.30119798,.53960174,.062794223,.12163457
6,.16970947,.39578959,-.056370635,.115347
7,.1873332,.40659821,-.031931821,.11186991
8,.21945103,.53589422,-.09699215,.16145059
9,.1358764,.39611351,-.12436071,.13277404
