horizon,bh,up95,low95,seh
-3,.033015877,.11857726,-.052545499,.043653764
-2,-.0066879536,.03535711,-.048733018,.021451563
-1,0,0,0,0
0,.03940307,.10801982,-.029213682,.035008546
1,.11957559,.24978381,-.010632627,.066432767
2,.21510458,.37771505,.052494124,.082964517
3,.31942818,.50344074,.13541561,.093883961
4,.37747693,.6182313,.13672256,.12283386
5,.36224824,.65076405,.073732451,.14720194
6,.32515812,.5935818,.056734424,.13695087
7,.35145044,.64110512,.061795775,.147783
8,.34278208,.73132837,-.045764208,.1982379
9,.20502888,.56601983,-.15596206,.18417905
