horizon,bh,up95,low95,seh
-3,.01064426,.10056506,-.079276539,.04587796
-2,-.0064900219,.057035837,-.070015877,.032411151
-1,0,0,0,0
0,-.026026992,.036022983,-.088076971,.03165815
1,.017328411,.12947764,-.094820805,.057218991
2,.067165054,.20044325,-.066113137,.06799908
3,.17373651,.35951376,-.012040737,.094784312
4,.1495312,.34952617,-.05046377,.10203825
5,.32010025,.54699552,.093204975,.1157629
6,.11746646,.31070527,-.07577236,.098591231
7,.049125552,.24473374,-.14648263,.099800095
8,.055175729,.35978812,-.24943668,.15541449
9,.156376,.44935048,-.13659845,.14947677
