horizon,bh,up95,low95,seh
-3,.0040804674,.34545836,-.33729744,.1741724
-2,.027064877,.24319662,-.18906686,.1102713
-1,0,0,0,0
0,.17434849,.43983474,-.091137767,.13545217
1,.24015419,.60830611,-.12799776,.18783262
2,.26303688,.64824134,-.12216759,.19653289
3,.30557761,.78324527,-.17209004,.24370798
4,.1791003,.69555002,-.33734944,.26349476
5,.36961636,.87600714,-.13677445,.25836265
6,.58012724,.98663145,.17362304,.2074001
7,.68507588,1.0871658,.28298596,.20514792
8,.58589756,.96282846,.20896664,.19231169
9,.43859327,.81303704,.064149506,.19104274
