horizon,bh,up95,low95,seh
-3,-.24174808,.096388005,-.57988417,.17251842
-2,-.21730845,.036842007,-.47145891,.12966859
-1,0,0,0,0
0,.0915353,.38696885,-.20389827,.15073141
1,.073156394,.45379916,-.30748639,.19420549
2,.22977781,.72522497,-.26566935,.25277916
3,-.31593344,.34630346,-.97817034,.33787596
4,-.33281887,.52566326,-1.191301,.43800107
5,-.57616031,.4547365,-1.6070571,.52596778
6,-1.0926694,.22659104,-2.4119298,.67309207
7,-.77913463,.17011122,-1.7283804,.48430911
8,-.41514069,.29690617,-1.1271876,.36328921
9,-.50299084,.31893244,-1.3249141,.41934863
