horizon,bh,up95,low95,seh
-3,.022264043,.15135117,-.10682309,.065860786
-2,.011328702,.078531981,-.055874575,.034287386
-1,0,0,0,0
0,-.029357592,.051433831,-.11014902,.041220114
1,.069624349,.21979894,-.080550238,.076619692
2,.18367179,.35718119,.010162385,.088525206
3,.31772217,.56209451,.073349804,.12467978
4,.27239659,.54454833,.00024485125,.13885292
5,.36990452,.6551832,.084625825,.14555036
6,.26624545,.55080986,-.018318936,.14518592
7,.21038231,.51403069,-.09326604,.15492263
8,.089409366,.52261335,-.34379461,.22102244
9,.065963894,.57321644,-.44128865,.25880232
