horizon,bh,up95,low95,seh
-3,.13176957,.34685627,-.083317138,.10973811
-2,.0075040301,.050381564,-.035373501,.021876292
-1,0,0,0,0
0,.12447333,.24415676,.004789901,.061062977
1,.18934725,.38944778,-.010753285,.10209211
2,.099781878,.34173462,-.14217088,.12344528
3,-.0081542749,.30494875,-.32125729,.15974644
4,-.036250003,.3319315,-.40443149,.1878477
5,.089504994,.47113296,-.29212296,.19470814
6,.05565669,.51404077,-.40272743,.23386943
7,.056054965,.54358369,-.43147379,.24873917
8,.048091255,.52347356,-.42729107,.242542
9,.061359204,.52624637,-.40352798,.23718734
