horizon,bh,up95,low95,seh
-3,.063051529,.30446184,-.17835878,.12316853
-2,-.060728356,.054584473,-.17604119,.058833078
-1,0,0,0,0
0,.66750896,.83358681,.50143111,.084733605
1,.78726691,1.0870737,.48746011,.15296265
2,.61557913,1.0536418,.17751646,.22350137
3,.48015228,.96650267,-.0061981059,.24813795
4,.45265052,.9541347,-.048833672,.25585929
5,.59588474,1.2563474,-.064577974,.33697078
6,.44478631,1.086358,-.19678529,.32733244
7,.24816263,.89851683,-.40219161,.3318134
8,.10972839,.86554563,-.64608884,.38562104
9,.0079178801,.66135001,-.64551425,.33338374
