horizon,bh,up95,low95,seh
-3,-.0024232191,.35937411,-.36422056,.18459047
-2,.060515828,.39278904,-.27175739,.16952714
-1,0,0,0,0
0,.22017525,.51406741,-.073716886,.14994496
1,.23198429,.7225101,-.25854149,.25026825
2,.23333104,.77052391,-.30386183,.27407798
3,.39423889,1.0140098,-.22553201,.31620964
4,.17472149,.87813222,-.52868927,.35888302
5,.45456922,1.131597,-.22245857,.34542236
6,.54538125,1.1921047,-.10134223,.32996097
7,.61382276,1.2745018,-.046856318,.33708116
8,.47923878,.97638535,-.017907804,.25364622
9,.30161735,.79663807,-.19340335,.25256157
