horizon,bh,up95,low95,seh
-3,.12286517,.47726968,-.23153934,.18081863
-2,.064471744,.26989713,-.14095365,.10480887
-1,0,0,0,0
0,.75836176,.92296863,.59375489,.083983108
1,1.0357243,1.3900356,.68141288,.18077113
2,.88475311,1.3602221,.40928411,.24258623
3,.87659138,1.4366239,.3165589,.28573087
4,.87422162,1.4549962,.29344705,.29631355
5,.96781051,1.6322131,.30340791,.33898091
6,.68813163,1.4143704,-.038107179,.37053001
7,.40481392,1.0814128,-.27178496,.34520352
8,.15775938,.96556503,-.65004629,.41214573
9,.11734629,.74449211,-.50979954,.31997237
