horizon,bh,up95,low95,seh
-3,.034996692,.12235679,-.052363399,.044571474
-2,-.0052885637,.037038896,-.047616024,.021595644
-1,0,0,0,0
0,.041257605,.10923459,-.026719376,.034682132
1,.12929937,.25898859,-.00038983024,.066167958
2,.22668843,.39096648,.062410373,.083815336
3,.33256683,.51759952,.14753412,.094404444
4,.39286286,.63873434,.14699137,.12544464
5,.38117713,.67806971,.084284544,.1514758
6,.35234606,.62851155,.076180577,.14090076
7,.39119515,.69187504,.090515263,.15340811
8,.39454865,.79255253,-.0034552009,.20306319
9,.26609427,.64860576,-.11641722,.19515893
