horizon,bh,up95,low95,seh
-3,.008045489,.32872713,-.31263617,.16361308
-2,.010378206,.30629942,-.28554299,.1509802
-1,0,0,0,0
0,.2522606,.53753465,-.033013444,.14554799
1,.27478582,.6562531,-.10668145,.19462615
2,.23199043,.71497971,-.25099888,.24642311
3,.27091235,.8782686,-.33644393,.30987564
4,.12295697,.78501225,-.53909832,.33778331
5,.38150635,1.0040958,-.24108313,.3176477
6,.43198457,.96886593,-.10489677,.27391905
7,.44378522,1.0146019,-.12703155,.29123306
8,.31507125,.78422362,-.15408109,.23936345
9,.20306455,.64068162,-.23455256,.22327404
