horizon,bh,up95,low95,seh
-3,.11850221,.37965608,-.14265163,.13324176
-2,.091207489,.25555512,-.073140144,.083850831
-1,0,0,0,0
0,.14991602,.30973265,-.0099006118,.081539102
1,.05812417,.20129916,-.085050821,.073048465
2,-.071813054,.00038364463,-.14400975,.036835052
3,-.20714405,-.054948311,-.3593398,.07765089
4,-.06478864,.15516599,-.28474328,.11222175
5,.18331484,.40956524,-.04293555,.11543387
6,.046548516,.30605179,-.21295477,.13239963
7,-.071518093,.2355226,-.37855878,.15665342
8,.04862969,.39460644,-.29734707,.17651875
9,.17720301,.47095314,-.1165471,.14987251
