horizon,bh,up95,low95,seh,bh_store,seh_store,bh_store_nopeg,seh_store_nopeg
-3,.018613793,.31166658,-.27443898,.14951672,-.017959001,.011598591,,
-2,-.056519635,.126258,-.23929727,.093253896,-.013658552,.0071839113,,
-1,0,0,0,0,0,0,,
0,.66627806,.91122025,.42133588,.1249705,-.0080013024,.011290984,.011374535,.0083408095
1,.74297619,1.1476718,.33828059,.20647734,-.015986286,.014837526,.0035374146,.010549212
2,.5647471,1.0156195,.11387472,.23003693,-.027767573,.016815092,-.0141755,.012490232
3,.46968886,.94876337,-.0093856631,.24442577,-.025474291,.013308994,-.016905542,.012811458
4,.47764471,1.0013882,-.04609872,.26721603,-.017048199,.015481865,-.0090868287,.012733275
5,.31141052,.92728835,-.30446735,.31422341,-.020970341,.02029578,-.01738891,.018873479
6,.095732473,.72278559,-.53132063,.31992504,-.0036600379,.019252004,-.0026432832,.020089181
7,-.13291018,.49335182,-.7591722,.31952143,.017306365,.023149827,.011837713,.021717293
8,-.28883365,.36992496,-.94759226,.33610132,.010139559,.020155951,.00013485274,.018796109
9,-.36996722,.22143729,-.96137172,.30173698,.0060589742,.019938486,-.0047565005,.020329339
