horizon,bh,up95,low95,seh
-3,-.24281588,.1355402,-.62117195,.19303882
-2,-.37008241,-.15150519,-.58865964,.11151899
-1,0,0,0,0
0,.69890004,1.0650111,.33278897,.18679136
1,.53888386,1.0742623,.0035054216,.27315226
2,.07200975,.62732875,-.48330924,.283326
3,-.099904738,.44008937,-.63989884,.27550718
4,-.16332197,.37266463,-.69930857,.27346256
5,-.60538316,.17440538,-1.3851717,.39785129
6,-.79392254,.14367278,-1.7315179,.47836494
7,-.88931346,.050359763,-1.8289866,.4794251
8,-1.0033752,.035399042,-2.0421493,.52998686
9,-1.0166188,.1014673,-2.1347051,.57045209
