horizon,bh,up95,low95,seh
-3,.051213536,.33740133,-.23497427,.14601418
-2,-.027513457,.15242793,-.20745485,.091806829
-1,0,0,0,0
0,.74802268,.95464468,.54140067,.10541939
1,.97181863,1.3319459,.6116913,.18373843
2,.74327582,1.2359506,.25060105,.25136468
3,.6599471,1.2181883,.10170596,.28481692
4,.60076445,1.1555306,.045998357,.28304392
5,.5983575,1.3508352,-.15412025,.38391721
6,.26859498,1.0088968,-.4717069,.37770504
7,.0011956099,.93202388,-.92963266,.47491238
8,-.066018969,.92010891,-1.0521469,.50312644
9,-.07768058,.69984186,-.85520303,.39669514
