horizon,bh,up95,low95,seh
-3,.052620396,.20407237,-.098831579,.077271417
-2,-.042511743,.029344808,-.1143683,.036661506
-1,0,0,0,0
0,.040929109,.14474772,-.062889509,.052968681
1,.087199412,.22376688,-.049368057,.069677278
2,.15941793,.35541648,-.036580622,.099999256
3,.26902574,.5806095,-.042558018,.15897131
4,.22349225,.58136237,-.13437784,.18258679
5,.28517506,.64419794,-.073847853,.18317495
6,.27926725,.64891219,-.090377666,.18859434
7,.32074264,.58021384,.061271448,.13238326
8,.36326382,.62293434,.10359327,.13248497
9,.40698704,.73250419,.081469901,.16608018
