horizon,bh,up95,low95,seh,bh_store,seh_store,bh_store_nopeg,seh_store_nopeg
-3,-.060669161,.28956026,-.41089857,.17868847,.010442018,.010381127,,
-2,-.0072573079,.33101693,-.34553155,.1725889,.010326961,.011475265,,
-1,0,0,0,0,0,0,,
0,.13858396,.41826302,-.1410951,.1426934,.014667184,.014441222,.020222329,.015224686
1,.10859782,.57860547,-.36140981,.23979981,.02380259,.014635414,.028353812,.014435001
2,.22159986,.7762996,-.33309984,.28301007,.0004200383,.012155826,.0080457702,.012533749
3,.42576265,1.0733219,-.22179659,.33038738,-.012153801,.0098181618,-.0018921373,.010192828
4,.1159832,.84977043,-.61780405,.37438124,-.0055910731,.0096425107,-.00082994177,.0096416604
5,.47182679,1.1297271,-.18607351,.33566341,-.014666282,.007549738,-.002125663,.011266998
6,.4452585,.92100751,-.03049051,.24272908,.0045264158,.01116769,.016981352,.018855145
7,.30050862,.76039809,-.15938085,.23463748,.031597324,.016444728,.042451803,.021082273
8,.16074874,.59655112,-.27505362,.22234814,.031432763,.015861306,.035639647,.015845809
9,.17508188,.63019848,-.28003472,.23220234,.0024929063,.0039567617,.0078006708,.0076833959
