horizon,bh,up95,low95,seh
-3,.070412226,.35496032,-.21413586,.14517759
-2,-.026429864,.14676407,-.19962379,.088364251
-1,0,0,0,0
0,.72440827,.92030352,.52851301,.099946551
1,.95120823,1.3175726,.58484387,.18692058
2,.74822575,1.2616739,.2347776,.26196334
3,.54207766,1.1062218,-.022066437,.28782862
4,.51826787,1.0604026,-.023866883,.27659938
5,.56539589,1.259927,-.12913522,.35435259
6,.33261099,1.0842202,-.41899818,.38347408
7,-.042738352,.86491364,-.95039034,.46308777
8,-.064467862,1.006619,-1.1355547,.54647291
9,-.18711846,.68390435,-1.0581412,.44439942
