horizon,bh,up95,low95,seh
-3,.025102019,.16490349,-.11469945,.071327277
-2,-.0061451052,.06944298,-.08173319,.038565353
-1,0,0,0,0
0,-.066579692,.011962411,-.1451218,.040072501
1,-.060533173,.063939326,-.18500566,.06350638
2,-.14302596,-.0011857616,-.28486615,.072367452
3,-.24427909,-.031733815,-.45682436,.10844146
4,-.24026401,.011825969,-.49235401,.12861733
5,-.20286599,.10277367,-.50850564,.1559386
6,-.078772694,.19950938,-.35705477,.14198065
7,.011038164,.34117603,-.31909969,.16843769
8,.08180888,.55360186,-.38998413,.24071072
9,-.033761762,.44161543,-.50913894,.24253939
