horizon,bh,up95,low95,seh
-3,-.37159848,-.034789313,-.70840764,.17184141
-2,-.3486791,-.092392668,-.60496551,.13075837
-1,0,0,0,0
0,.57303929,.78100252,.36507609,.10610367
1,.57428759,.9118163,.2367589,.17220852
2,.34560713,.77917641,-.087962158,.22120883
3,.1805883,.65856779,-.29739118,.24386708
4,.14124879,.67448938,-.39199176,.2720615
5,-.11228339,.55258107,-.77714783,.33921656
6,-.35739008,.37477922,-1.0895594,.37355578
7,-.47276103,.23374623,-1.1792684,.3604629
8,-.65319651,.087014079,-1.3934071,.37765846
9,-.73168421,-.04039235,-1.422976,.35269994
