horizon,bh,up95,low95,seh
-3,.075808555,.59624296,-.44462582,.26552776
-2,-.080348246,.27665278,-.43734926,.18214338
-1,0,0,0,0
0,.18009138,.6801855,-.32000273,.25515005
1,.13797179,.89261562,-.61667204,.38502237
2,.080643192,.6689809,-.50769454,.3001723
3,.27357477,1.0429838,-.4958342,.39255559
4,.2268451,1.0903523,-.63666213,.4405649
5,.4779118,1.1052401,-.14941652,.32006547
6,.44588193,.95056027,-.058796424,.25748897
7,.74319112,1.1926745,.29370776,.22932824
8,.84529811,1.0161195,.67447674,.087153755
9,.65477669,1.1448072,.1647462,.25001556
