horizon,bh,up95,low95,seh
-3,-.0038231863,.085449837,-.093096212,.045547459
-2,-.023642097,.040249281,-.087533474,.032597642
-1,0,0,0,0
0,.068991542,.12095124,.017031843,.026510051
1,.084974043,.1741579,-.0042098225,.045501973
2,.079283305,.16647066,-.0079040509,.044483345
3,.15794426,.25765324,.058235288,.050871927
4,.19990793,.32513455,.074681327,.063891128
5,.2722747,.42256537,.12198403,.076678909
6,.23450691,.35711318,.11190062,.062554225
7,.16789649,.33591285,-.00011985085,.085722625
8,.13608275,.3170101,-.044844605,.092309877
9,.14209758,.37203172,-.087836578,.11731334
