horizon,bh,up95,low95,seh
-3,.021542108,.1410137,-.097929478,.060954891
-2,-.0052971025,.052350335,-.062944539,.029411957
-1,0,0,0,0
0,-.035005789,.042522952,-.11253453,.039555479
1,.069236524,.20715438,-.068681329,.070366248
2,.15718791,.32148275,-.0071069165,.083823889
3,.29583669,.54435664,.047316723,.1267959
4,.1684653,.44516519,-.10823458,.14117341
5,.27574661,.57627749,-.024784245,.15333207
6,.14814498,.39820272,-.10191276,.12758048
7,.064497612,.36422801,-.2352328,.15292367
8,.049712177,.4826712,-.38324687,.22089747
9,-.023782847,.53870809,-.58627379,.28698516
