horizon,bh,up95,low95,seh
-3,.0038158544,.24891138,-.24127968,.12504874
-2,-.083684981,.08964096,-.25701094,.088431604
-1,0,0,0,0
0,.61945349,.84329182,.39561516,.11420322
1,.75056887,1.10596,.39517772,.18132202
2,.64104337,1.0732706,.20881613,.2205241
3,.57158238,1.0756891,.067475729,.25719726
4,.5999558,1.1446179,.055293698,.27788883
5,.5109278,1.2014687,-.17961308,.35231677
6,.31314635,1.0738289,-.44753629,.3881034
7,.21037565,.99431455,-.57356328,.39996883
8,.094416402,.7943061,-.60547334,.3570866
9,.060315244,.79135954,-.67072904,.37298179
