horizon,bh,up95,low95,seh
-3,.026031276,.1412545,-.089191951,.058787361
-2,.0038829909,.081853159,-.07408718,.039780699
-1,0,0,0,0
0,.11442515,.19421136,.034638941,.040707249
1,.064209752,.20276259,-.074343085,.070690222
2,.12763831,.31857929,-.063302666,.097418867
3,.25171629,.43301904,.070413522,.092501409
4,.22144398,.45675164,-.013863678,.12005493
5,.32555699,.53118157,.11993241,.10491051
6,.16081077,.27727449,.04434704,.059420269
7,-.083510846,.027571784,-.19459347,.056674812
8,-.048674319,.078529939,-.17587858,.06490013
9,-.05062383,.15948772,-.26073539,.10719977
