horizon,bh,up95,low95,seh
-3,.00099085364,.0432695,-.041287795,.021570738
-2,-.02695954,.020933406,-.074852489,.024435177
-1,0,0,0,0
0,.045180358,.10030357,-.0099428557,.028124088
1,.022260776,.091293551,-.046771996,.035220802
2,.020389967,.08404465,-.043264713,.03247688
3,.0077134348,.065613121,-.050186254,.029540658
4,.012048573,.093891613,-.069794469,.041756656
5,.056508467,.1836762,-.070659265,.064881496
6,.020865981,.13015954,-.088427588,.055762023
7,.021865647,.13285981,-.089128517,.056629676
8,.0041587832,.11054748,-.10222991,.054279942
9,.0028459565,.11681093,-.11111901,.058145393
