horizon,bh,up95,low95,seh
-3,.26027802,.41203344,.1085226,.077426232
-2,.063043155,.20620364,-.08011733,.073041067
-1,0,0,0,0
0,-.03627618,.085702337,-.1582547,.06223394
1,.097328663,.38182241,-.1871651,.14514987
2,.26035741,.71595544,-.19524059,.23244795
3,.67091107,1.1289034,.21291874,.23366955
4,.43834025,1.0933044,-.21662395,.33416539
5,.70747119,1.3884889,.026453549,.34745798
6,.88776511,1.442745,.33278525,.283153
7,.79166007,1.1841838,.3991363,.20026723
8,1.0809618,1.6742774,.48764622,.30271205
9,1.0169958,1.8039864,.23000516,.40152583
