horizon,bh,up95,low95,seh
-3,-.34496909,-.090417765,-.59952044,.12987313
-2,-.32470387,-.086511709,-.56289601,.12152661
-1,0,0,0,0
0,.60937184,.93324786,.28549585,.16524285
1,.43922371,.87937903,-.00093163713,.22456905
2,.107436,.57131314,-.35644114,.23667201
3,.057145473,.46708483,-.35279387,.20915273
4,.0066747935,.50797945,-.49462986,.25576767
5,-.59763861,.2083621,-1.4036393,.41122484
6,-.65416414,.13569711,-1.4440254,.40299043
7,-.71535778,.024416562,-1.4551321,.37743589
8,-.69922566,.053344861,-1.4517962,.38396454
9,-.62428141,.16413198,-1.4126948,.40225172
