horizon,bh,up95,low95,seh
-3,.015665455,.1139423,-.082611389,.050141245
-2,-.025527583,.044854157,-.09590932,.035909049
-1,0,0,0,0
0,.09327244,.20099133,-.01444645,.054958619
1,.050465211,.2349593,-.13402888,.094129637
2,.15963808,.38831329,-.069037147,.11667103
3,.26403096,.50294888,.025113018,.12189691
4,.28147146,.54031068,.022632236,.13206083
5,.31175292,.59638852,.027117325,.14522225
6,.14904208,.38828623,-.090202063,.12206334
7,-.0066956589,.23911449,-.25250581,.12541334
8,.037637997,.40498832,-.32971233,.18742363
9,.043122664,.47626263,-.3900173,.22098978
