horizon,bh,up95,low95,seh
-3,.057980414,.178021,-.062060177,.061245199
-2,.057702702,.15568644,-.040281028,.049991701
-1,0,0,0,0
0,.041526806,.11644122,-.033387609,.038221639
1,.052146301,.1428383,-.038545705,.046271432
2,.023693115,.10788981,-.06050358,.042957496
3,.001545736,.1081797,-.10508823,.054405086
4,.049790494,.17185812,-.072277121,.062279396
5,.21279289,.36987025,.05571552,.080141515
6,.15395202,.32016259,-.012258564,.084801316
7,.091790259,.28572726,-.10214674,.098947451
8,.11163973,.27841368,-.055134207,.085088745
9,.15838949,.3222807,-.0055017089,.083617963
