horizon,bh,up95,low95,seh
-3,-.060136054,.16808249,-.28835461,.11643803
-2,-.14898841,.0088368906,-.30681372,.080523111
-1,0,0,0,0
0,.702456,.90021032,.50470167,.10089505
1,.78621751,1.1189421,.45349291,.16975746
2,.62954003,1.0365849,.22249517,.20767595
3,.48900881,.92758989,.050427709,.22376586
4,.43671378,.90530735,-.031879783,.23907836
5,.24940954,.82466447,-.32584539,.29349741
6,.077355497,.64659715,-.49188617,.29042941
7,-.016910357,.5097118,-.54353249,.26868477
8,-.13785192,.42276344,-.69846725,.28602824
9,-.21031369,.33583856,-.75646597,.27864912
