horizon,bh,up95,low95,seh
-3,.063170902,.17001553,-.043673728,.054512568
-2,-.031934418,.024326436,-.088195272,.028704518
-1,0,0,0,0
0,.1254756,.20170735,.049243845,.038893752
1,.086373039,.17713247,-.0043863934,.046305832
2,.096714407,.21605286,-.022624049,.060886968
3,.34613159,.58918118,.103082,.12400489
4,.32956681,.59551114,.063622482,.13568588
5,.36625287,.67498487,.05752084,.15751635
6,.2316137,.47077355,-.0075461641,.12202033
7,.11927379,.33336583,-.094818234,.10923062
8,.17556356,.43326283,-.082135707,.13147922
9,.15594523,.49396262,-.18207218,.17245786
