horizon,bh,up95,low95,seh,bh_store,seh_store,bh_store_nopeg,seh_store_nopeg
-3,-.036255635,.15610062,-.22861189,.098140948,-.042486217,.52336955,,
-2,-.056950554,.06256932,-.17647043,.060979526,-.023679612,.20605528,,
-1,0,0,0,0,0,0,,
0,-.02815688,.065282233,-.12159599,.047673017,-.24797873,.18518953,-.13718453,.20989196
1,.06869518,.20657794,-.069187582,.070348345,-.079139411,.27313775,.051650524,.22268763
2,.16919021,.34652883,-.0081483899,.090478882,-.17887615,.41016287,.10535683,.38894984
3,.27162093,.49220634,.051035516,.11254358,-.21064651,.57443422,.16488791,.55912054
4,.19230147,.44682205,-.062219121,.12985744,-.099418916,.79667354,.18591414,.68315351
5,.34216177,.63921571,.045107853,.15155812,-.33035192,.86669171,.2498925,.77126074
6,.18708421,.5294866,-.15531816,.17469509,.43563297,.96403033,.77016181,.81286818
7,.15652043,.55988085,-.24684003,.20579615,.24692176,.97297883,.99690074,.82006502
8,-.003827147,.54881012,-.55646443,.28195781,.44629121,1.2101293,1.3087605,.94059187
9,-.0057765949,.6116398,-.62319303,.31500837,-.10972161,1.2582389,.9412142,1.0074956
