horizon,bh,up95,low95,seh
-3,.012300345,.11135115,-.086750455,.050536122
-2,-.013137413,.039897423,-.06617225,.02705859
-1,0,0,0,0
0,-.047492202,.01253729,-.1075217,.030627292
1,-.042421773,.076806933,-.16165048,.060830973
2,-.11131397,.003386348,-.22601429,.05852057
3,-.22275443,-.05735388,-.38815498,.08438804
4,-.18588774,.011215854,-.38299134,.10056306
5,-.10642431,.10193693,-.31478554,.10630675
6,-.019000955,.20301066,-.24101257,.11327123
7,.048174839,.26274261,-.16639294,.10947336
8,-.0037814188,.28309071,-.29065353,.14636332
9,-.031878818,.27794448,-.34170213,.15807311
