horizon,bh,up95,low95,seh
-3,-.066715151,.19104992,-.32448021,.13151279
-2,-.13783127,.042907521,-.31857005,.092213668
-1,0,0,0,0
0,.64080989,.84450823,.43711156,.10392773
1,.72944868,1.0611583,.39773902,.16923961
2,.51937145,.93546867,.1032742,.2122945
3,.38059363,.83691627,-.075729005,.23281766
4,.38155976,.85384631,-.090726815,.24096254
5,.19283538,.80225801,-.41658729,.31092992
6,.011684332,.6592567,-.63588804,.33039406
7,-.12897998,.50084591,-.75880587,.32133976
8,-.32818958,.31801096,-.97439009,.32969415
9,-.46629333,.21758643,-1.1501731,.34891823
