horizon,bh,up95,low95,seh
-3,.0086911982,.20103863,-.18365623,.098136447
-2,-.008835339,.090263069,-.10793374,.050560411
-1,0,0,0,0
0,.0918888,.19274732,-.0089697177,.051458426
1,.10855391,.22162239,-.0045145745,.057688002
2,.060424279,.13744795,-.0165994,.039297797
3,.05108102,.14725579,-.045093752,.049068764
4,.11768302,.25089851,-.015532451,.06796708
5,.2259078,.38744113,.064374477,.082414962
6,.11898597,.26654008,-.028568137,.075282708
7,.098634392,.26507664,-.067807861,.08491952
8,.19287153,.37274808,.012994965,.091773756
9,.23625104,.37872231,.093779765,.072689429
