horizon,bh,up95,low95,seh
-3,.086068153,.21817552,-.046039201,.067401715
-2,.098764084,.17983991,.017688258,.041365217
-1,0,0,0,0
0,.077464238,.16133985,-.0064113801,.042793684
1,.15172546,.2957367,.0077142236,.073475115
2,.15558375,.35912594,-.047958449,.10384806
3,.12631144,.3708359,-.11821304,.12475739
4,.14466719,.43285018,-.14351581,.14703214
5,.39183092,.83900034,-.055338509,.22814767
6,.40993837,.90313286,-.083256118,.25162983
7,.45916837,.99685186,-.07851509,.27432829
8,.44289726,.99183023,-.10603572,.28006786
9,.48110214,1.0130434,-.050839107,.2713986
