horizon,bh,up95,low95,seh
-3,.02025241,.10784279,-.067337967,.04468897
-2,-.010333927,.025487287,-.046155144,.018276131
-1,0,0,0,0
0,.056107495,.12390818,-.011693191,.034592185
1,.1668797,.30380023,.029959178,.069857411
2,.26822579,.44404149,.092410088,.089701883
3,.38459837,.58037269,.18882403,.099884868
4,.46302727,.69648254,.22957201,.11910982
5,.45406803,.75373352,.15440255,.15289055
6,.41631061,.71264774,.11997349,.15119241
7,.42732215,.78647929,.068165034,.18324342
8,.45341927,.86932176,.037516788,.21219514
9,.27399182,.6695894,-.12160575,.2018355
