horizon,bh,up95,low95,seh
-3,-.14394392,.18313827,-.47102609,.16687867
-2,-.27981389,.078044556,-.63767231,.18258084
-1,0,0,0,0
0,.63141733,.9703517,.29248297,.1729257
1,.57894224,1.1199965,.037887953,.27604809
2,.084973283,.77115124,-.60120469,.3500908
3,.16672574,.91072541,-.57727396,.37959167
4,.23268679,1.0326391,-.56726563,.40813899
5,-.096237712,.81407827,-1.0065536,.46444693
6,-.0018371812,.92150277,-.92517716,.47109181
7,.24571973,1.2377583,-.74631882,.50614214
8,.0099160094,1.2317148,-1.2118827,.62336671
9,-.37413549,.53894806,-1.287219,.46585897
