horizon,bh,up95,low95,seh
-3,.031362884,.15766616,-.094940394,.064440444
-2,-.005127999,.076057665,-.086313657,.041421257
-1,0,0,0,0
0,.11907831,.20939952,.028757097,.046082251
1,.065049253,.23513424,-.10503574,.086778052
2,.13915509,.36420339,-.085893229,.11482057
3,.26709053,.48869699,.045484081,.11306451
4,.28287324,.55033582,.015410671,.1364605
5,.37161827,.67920744,.06402912,.15693323
6,.23492375,.49231875,-.02247124,.13132398
7,.04681864,.22798048,-.13434319,.092429511
8,.097964235,.39727014,-.20134166,.15270709
9,.098966599,.466373,-.2684398,.18745224
