horizon,bh,up95,low95,seh
-3,.27265012,.41703263,.12826762,.073664546
-2,.077672429,.13361146,.021733398,.028540323
-1,0,0,0,0
0,.0853329,.1756736,-.0050078044,.046092197
1,.31990522,.53318453,.10662591,.10881598
2,.39213753,.68188959,.10238549,.14783268
3,.49805531,.93845415,.057656456,.2246933
4,.49994057,1.0040497,-.0041684774,.25719848
5,.62954229,1.2252066,.03387801,.30391034
6,.62026536,1.1309839,.1095468,.2605707
7,.59470552,1.1111287,.078282408,.26348117
8,.47087669,1.0871423,-.14538899,.31442127
9,.63230139,1.2237041,.040898681,.30173609
