horizon,bh,up95,low95,seh
-3,-.01387994,.08820118,-.11596106,.052082203
-2,-.031648912,.02206162,-.085359447,.027403332
-1,0,0,0,0
0,.074888371,.15612683,-.0063500893,.041448195
1,.18767703,.32529309,.050060965,.070212275
2,.29985863,.47864452,.12107275,.091217287
3,.42277485,.65142912,.19412057,.11666035
4,.506212,.78113675,.23128721,.14026774
5,.53970867,.89480102,.1846163,.18116958
6,.55706871,.9510082,.16312923,.20098953
7,.53622574,.95662403,.11582745,.21448892
8,.4950636,.96780276,.022324439,.24119346
9,.38374949,.94274276,-.17524378,.28520066
