horizon,bh,up95,low95,seh
-3,-.021407092,.088328712,-.1311429,.055987656
-2,-.032690123,.032209545,-.097589791,.033112075
-1,0,0,0,0
0,-.012644706,.056831181,-.082120597,.035446882
1,.065202273,.21258859,-.082184047,.075197101
2,.17825861,.34284657,.013670645,.083973452
3,.28280562,.4777832,.087828055,.099478349
4,.24750876,.46167263,.033344898,.10926728
5,.19658418,.4535245,-.060356151,.13109201
6,.16634847,.37980437,-.047107417,.10890607
7,.11451541,.348903,-.11987218,.1195855
8,.082769349,.34828427,-.18274558,.1354668
9,.052251846,.39920974,-.29470605,.17701934
