horizon,bh,up95,low95,seh
-3,.011897994,.066949181,-.043153193,.02808734
-2,-.0022215089,.029882338,-.034325354,.016379513
-1,0,0,0,0
0,.03499715,.090486035,-.020491736,.028310657
1,.12585896,.22944365,.022274269,.052849334
2,.19789751,.32804894,.06774608,.066403791
3,.24911667,.39490014,.10333321,.074379317
4,.27414057,.4472791,.10100205,.088335976
5,.34977299,.63804555,.061500438,.14707783
6,.27761224,.51605064,.039173853,.12165224
7,.21951611,.46558824,-.026556009,.12554701
8,.2979911,.6154474,-.019465212,.1619675
9,.20737502,.52301031,-.10826028,.16103841
