horizon,bh,up95,low95,seh
-3,.015551831,.39641634,-.36531267,.19431862
-2,.08235541,.35033175,-.18562095,.13672262
-1,0,0,0,0
0,.11614925,.3823303,-.15003178,.13580665
1,.12618771,.54777867,-.29540321,.21509741
2,.15116046,.55531144,-.25299048,.20619947
3,.14474687,.62011397,-.33062023,.24253424
4,-.0083330628,.47695479,-.4936209,.24759585
5,.26842463,.76075107,-.22390184,.25118697
6,.36821994,.7895394,-.053099487,.21495889
7,.48009241,.95121789,.0089668958,.24037015
8,.3428067,.68649811,-.00088469841,.17535275
9,.21203122,.58816946,-.16410701,.19190726
