horizon,bh,up95,low95,seh
-3,.19863474,.6629613,-.26569185,.23690131
-2,.027945984,.28777242,-.23188044,.1325645
-1,0,0,0,0
0,-.073021397,.35947242,-.50551522,.22066011
1,.14563984,.59030426,-.29902461,.22686961
2,.062625304,.8679986,-.74274802,.41090477
3,.43989545,1.4433929,-.56360203,.51198852
4,.29347086,1.5302896,-.94334799,.63103002
5,.92657351,1.9581039,-.10495687,.52629101
6,.76581299,2.0621691,-.53054303,.66140616
7,.26850769,1.389994,-.85297859,.57218689
8,-.20993234,.67508066,-1.0949453,.45153722
9,-.201766,.78954834,-1.1930803,.50577265
