horizon,bh,up95,low95,seh
-3,.021293497,.10378058,-.061193585,.042085245
-2,.011374275,.088576168,-.065827616,.03938872
-1,0,0,0,0
0,.032795411,.12083896,-.055248141,.04492018
1,.034403935,.14453478,-.075726904,.056189205
2,.0043330239,.079172269,-.070506223,.038183291
3,-.048062339,.032747086,-.12887177,.041229296
4,.027193932,.1315286,-.077140741,.053231973
5,.13518377,.27958575,-.009218202,.07367447
6,.081379555,.24353822,-.080779113,.082734011
7,.075486608,.27785936,-.12688614,.10325141
8,.095008478,.2586695,-.06865254,.083500519
9,.12086908,.26563805,-.023899902,.073861726
