horizon,bh,up95,low95,seh
-3,.049093295,.14012791,-.041941322,.046446234
-2,.043005403,.10894259,-.022931788,.033641424
-1,0,0,0,0
0,-.023162004,.028637582,-.074961588,.02642836
1,.045162756,.16207851,-.071753003,.059650898
2,.18243453,.3430658,.021803247,.081954733
3,.32188547,.53461033,.10916063,.10853308
4,.30269229,.52503377,.080350816,.11343953
5,.35098308,.61805063,.083915524,.13625896
6,.36713609,.63037622,.10389594,.13430619
7,.32328364,.58521152,.061355747,.13363668
8,.16102326,.52532589,-.20327936,.18586868
9,.17007953,.62112355,-.28096449,.2301245
