horizon,bh,up95,low95,seh
-3,.029795371,.152972,-.093381248,.062845215
-2,.0073274029,.091152824,-.076498017,.042768072
-1,0,0,0,0
0,.12848169,.22409533,.03286805,.048782468
1,.071492441,.24528126,-.10229638,.088667765
2,.15910313,.39643577,-.078229509,.12108808
3,.30080223,.52131379,.080290645,.11250591
4,.27507308,.50049984,.049646325,.11501365
5,.322561,.60598499,.039136976,.14460409
6,.15566811,.46706361,-.1557274,.15887526
7,-.037396081,.25010091,-.32489309,.14668214
8,.024463911,.42640954,-.37748173,.2050743
9,-.0029616922,.33892247,-.34484586,.1744307
