horizon,bh,up95,low95,seh
-3,.1039563,.26652712,-.058614492,.082944281
-2,.11853047,.21014547,.02691547,.04674235
-1,0,0,0,0
0,.057240691,.14111589,-.026634505,.042793468
1,.18244997,.35490322,.0099967197,.08798635
2,.17081337,.37317494,-.031548213,.10324571
3,.17874467,.38644725,-.028957918,.10597071
4,.23428051,.455892,.01266902,.11306709
5,.38913533,.65476543,.12350522,.13552557
6,.36998519,.65856516,.081405215,.14723468
7,.28398132,.59157521,-.023612531,.15693563
8,.20603628,.5719499,-.15987736,.18669063
9,.14300926,.5307883,-.24476975,.19784644
