horizon,bh,up95,low95,seh
-3,.035069887,.11538748,-.0452477,.040978361
-2,-.0087434398,.032514784,-.050001666,.021050116
-1,0,0,0,0
0,.038927905,.10592081,-.028064998,.034180053
1,.12223428,.24552727,-.0010587124,.062904589
2,.20355852,.37177077,.035346262,.085822582
3,.28904963,.46972612,.10837314,.092181884
4,.33170307,.54140896,.12199721,.10699279
5,.3333213,.59275866,.073883951,.132366
6,.28460807,.49474472,.074471429,.10721257
7,.31416225,.61849439,.0098301331,.15527149
8,.34290937,.76145947,-.07564076,.21354598
9,.21413517,.63455361,-.20628326,.21449919
